date,year,month,quarter,market,channel,category,product,units_sold,revenue_usd,cogs_usd,gross_profit,gross_margin,segment,is_repeat_client,nps_score
2022-01-08,2022,1,Q1,China,Wholesale,Accessories,Love Bracelet Classic,1,3388.78,818.48,2283.83,67.4,Premium ($10K-$50K),False,6
2022-03-07,2022,3,Q1,Thailand,Private Client,High Jewellery,Panthère Bracelet,1,175439.5,49712.12,125727.38,71.7,VIP (>$50K),False,6
2024-04-03,2024,4,Q2,India,E-Commerce,Fragrances,Baiser Volé,1,367.42,121.39,246.03,67.0,Aspirational ($1K-$10K),False,10
2023-10-16,2023,10,Q4,Hong Kong,E-Commerce,Fine Jewellery,Clash de Cartier,2,108823.47,33740.73,75082.74,69.0,VIP (>$50K),True,10
2022-12-25,2022,12,Q4,Thailand,Private Client,Accessories,C de Cartier Bag,3,13334.19,3313.91,9092.38,68.2,Aspirational ($1K-$10K),True,9
2022-11-02,2022,11,Q4,Singapore,Travel Retail,Watches,Rotonde,2,109011.84,39871.53,69140.31,63.4,Premium ($10K-$50K),True,6
2024-04-25,2024,4,Q2,Thailand,Private Client,Fragrances,Baiser Volé,2,449.98,155.09,294.88,65.5,Entry (<$1K),True,6
2023-01-26,2023,1,Q1,China,Wholesale,Accessories,C de Cartier Bag,3,13365.89,3489.29,8655.34,64.8,Premium ($10K-$50K),True,8
2023-09-13,2023,9,Q3,China,E-Commerce,Watches,Santos de Cartier,1,78853.63,27564.28,51289.35,65.0,Premium ($10K-$50K),False,7
2023-10-21,2023,10,Q4,Singapore,Travel Retail,Accessories,Cartier Wallet,2,3013.75,984.29,2029.46,67.3,Entry (<$1K),True,8
2023-02-21,2023,2,Q1,Hong Kong,Wholesale,Accessories,C de Cartier Bag,1,3261.07,680.29,2342.68,71.8,Entry (<$1K),False,7
2023-11-07,2023,11,Q4,Australia,Travel Retail,Fragrances,Baiser Volé,3,913.96,286.76,627.2,68.6,Entry (<$1K),True,9
2024-08-01,2024,8,Q3,South Korea,Wholesale,Watches,Tank Must,3,209361.69,79354.85,130006.83,62.1,VIP (>$50K),True,6
2022-04-10,2022,4,Q2,China,Travel Retail,Watches,Tank Must,1,10506.73,3473.24,7033.48,66.9,Aspirational ($1K-$10K),False,10
2024-09-16,2024,9,Q3,India,Boutique,High Jewellery,LOVE Bracelet HJ,1,48334.08,14861.48,33472.61,69.3,Aspirational ($1K-$10K),False,9
2023-01-03,2023,1,Q1,Japan,Boutique,Fragrances,Baiser Volé,2,620.21,166.09,395.99,63.8,Aspirational ($1K-$10K),True,6
2024-02-04,2024,2,Q1,Thailand,Travel Retail,Fragrances,Baiser Volé,3,1658.57,445.73,1056.83,63.7,VIP (>$50K),True,6
2022-07-11,2022,7,Q3,Thailand,Travel Retail,Accessories,Love Bracelet Classic,1,376.26,123.25,267.79,71.2,Entry (<$1K),True,8
2022-07-15,2022,7,Q3,China,E-Commerce,Watches,Rotonde,1,38579.95,15276.03,25137.04,65.2,Aspirational ($1K-$10K),True,10
2022-03-09,2022,3,Q1,South Korea,Wholesale,High Jewellery,Panthère Bracelet,1,614765.7,215949.45,398816.25,64.9,Entry (<$1K),True,8
2022-11-29,2022,11,Q4,Australia,Private Client,Accessories,Cartier Wallet,3,4847.55,1708.35,3139.19,64.8,Aspirational ($1K-$10K),False,9
2023-04-21,2023,4,Q2,Japan,Wholesale,Fragrances,Carat,3,1455.65,447.37,1008.28,69.3,Entry (<$1K),True,8
2024-02-08,2024,2,Q1,Thailand,E-Commerce,Fragrances,Carat,1,192.69,50.14,125.0,64.9,VIP (>$50K),False,9
2022-11-12,2022,11,Q4,Thailand,Wholesale,Fine Jewellery,Cartier d'Amour,2,10602.67,3350.36,7252.32,68.4,Aspirational ($1K-$10K),False,6
2023-01-19,2023,1,Q1,Thailand,Travel Retail,Fragrances,Carat,3,527.99,113.15,375.24,71.1,Aspirational ($1K-$10K),True,6
2023-08-21,2023,8,Q3,Thailand,Travel Retail,High Jewellery,Panthère Bracelet,1,428119.83,136173.45,291946.39,68.2,Premium ($10K-$50K),False,8
2024-10-06,2024,10,Q4,South Korea,Boutique,Watches,Panthère Watch,1,28482.75,9003.75,19479.0,68.4,Premium ($10K-$50K),True,9
2023-02-05,2023,2,Q1,India,Boutique,Watches,Ballon Bleu,3,17529.47,4129.02,11955.29,68.2,Aspirational ($1K-$10K),False,9
2022-10-06,2022,10,Q4,Singapore,Wholesale,Fragrances,Baiser Volé,2,636.77,239.98,396.79,62.3,Aspirational ($1K-$10K),True,9
2023-05-12,2023,5,Q2,Hong Kong,Travel Retail,Fine Jewellery,Trinity Ring,1,23143.37,7850.76,15292.61,66.1,Premium ($10K-$50K),True,10
2022-02-25,2022,2,Q1,India,E-Commerce,Accessories,Cartier Wallet,2,6323.93,1626.88,4127.64,65.3,Premium ($10K-$50K),True,7
2023-06-02,2023,6,Q2,South Korea,Travel Retail,Accessories,C de Cartier Bag,3,5340.08,1942.34,3630.83,68.0,Entry (<$1K),True,8
2022-06-24,2022,6,Q2,Japan,E-Commerce,Fine Jewellery,Clash de Cartier,3,75009.35,29641.24,48925.06,65.2,Entry (<$1K),True,8
2024-05-31,2024,5,Q2,Japan,Boutique,High Jewellery,Juste un Clou Necklace,1,255921.72,85938.35,169983.38,66.4,Premium ($10K-$50K),False,9
2024-08-06,2024,8,Q3,South Korea,Wholesale,High Jewellery,LOVE Bracelet HJ,1,141744.47,53320.41,88424.06,62.4,VIP (>$50K),True,7
2023-12-15,2023,12,Q4,Singapore,Wholesale,Accessories,Panthere Sunglasses,1,2898.46,733.26,1959.89,67.6,Entry (<$1K),False,8
2022-04-02,2022,4,Q2,Japan,Boutique,Fine Jewellery,Cartier d'Amour,3,91928.13,27982.12,63946.01,69.6,Premium ($10K-$50K),True,8
2024-05-23,2024,5,Q2,India,E-Commerce,Accessories,Panthere Sunglasses,2,1711.6,484.24,1227.35,71.7,Premium ($10K-$50K),False,9
2024-03-07,2024,3,Q1,China,E-Commerce,Watches,Ballon Bleu,1,80365.45,27142.21,53223.24,66.2,Premium ($10K-$50K),False,7
2024-07-26,2024,7,Q3,Japan,Wholesale,Accessories,Cartier Wallet,3,6529.37,2162.28,4626.56,70.9,Aspirational ($1K-$10K),True,10
2022-12-20,2022,12,Q4,Singapore,Private Client,Fragrances,La Panthère,1,522.19,126.69,360.03,68.9,Premium ($10K-$50K),False,7
2024-11-12,2024,11,Q4,Thailand,Travel Retail,Fragrances,Baiser Volé,2,590.44,202.85,387.59,65.6,Premium ($10K-$50K),True,9
2023-08-15,2023,8,Q3,South Korea,E-Commerce,Fine Jewellery,Trinity Ring,1,34513.28,11336.26,23177.02,67.2,Premium ($10K-$50K),True,10
2024-11-01,2024,11,Q4,India,Travel Retail,Accessories,Love Bracelet Classic,1,2245.84,647.4,1598.44,71.2,VIP (>$50K),True,7
2023-08-22,2023,8,Q3,China,Wholesale,Watches,Rotonde,3,102143.73,36184.6,65959.13,64.6,Entry (<$1K),True,6
2022-08-22,2022,8,Q3,Singapore,Private Client,Fine Jewellery,Cartier d'Amour,1,40123.38,15205.86,24917.52,62.1,VIP (>$50K),True,7
2023-09-02,2023,9,Q3,China,Travel Retail,Fine Jewellery,Cactus de Cartier,1,40367.34,14433.88,25933.47,64.2,Premium ($10K-$50K),False,10
2023-12-20,2023,12,Q4,Thailand,E-Commerce,Fragrances,Baiser Volé,1,509.71,134.2,337.93,66.3,Aspirational ($1K-$10K),True,7
2023-10-25,2023,10,Q4,Singapore,Wholesale,Fragrances,Les Heures de Parfum,3,1644.2,594.41,1049.79,63.8,Premium ($10K-$50K),True,9
2022-05-02,2022,5,Q2,Singapore,E-Commerce,Watches,Tank Must,1,18381.82,6546.63,11835.18,64.4,Entry (<$1K),True,10
2023-07-05,2023,7,Q3,Thailand,Travel Retail,Accessories,C de Cartier Bag,1,2072.53,754.32,1408.73,68.0,Aspirational ($1K-$10K),True,8
2024-07-20,2024,7,Q3,India,Wholesale,Fragrances,La Panthère,1,363.09,145.69,234.89,64.7,Entry (<$1K),True,8
2022-05-10,2022,5,Q2,Thailand,E-Commerce,Accessories,Panthere Sunglasses,2,3362.09,1054.94,2307.15,68.6,Premium ($10K-$50K),True,9
2023-12-05,2023,12,Q4,China,Boutique,High Jewellery,LOVE Bracelet HJ,1,94348.09,21803.13,66440.08,70.4,Entry (<$1K),False,9
2023-02-19,2023,2,Q1,South Korea,Wholesale,Watches,Ballon Bleu,1,17556.52,4124.93,11987.87,68.3,Premium ($10K-$50K),False,8
2023-04-25,2023,4,Q2,Thailand,Boutique,High Jewellery,Trinity Collection,1,179255.51,60833.57,118421.93,66.1,Entry (<$1K),False,8
2022-09-04,2022,9,Q3,Thailand,E-Commerce,Accessories,C de Cartier Bag,1,888.36,257.91,630.45,71.0,Aspirational ($1K-$10K),True,7
2024-02-23,2024,2,Q1,South Korea,E-Commerce,High Jewellery,Trinity Collection,1,745528.18,174022.17,510598.26,68.5,Premium ($10K-$50K),True,7
2024-04-23,2024,4,Q2,India,E-Commerce,High Jewellery,Trinity Collection,1,126233.25,44560.45,81672.8,64.7,Aspirational ($1K-$10K),True,8
2022-10-14,2022,10,Q4,Australia,Wholesale,High Jewellery,Panthère Bracelet,1,492211.7,167725.72,324485.98,65.9,VIP (>$50K),True,8
2023-02-25,2023,2,Q1,Australia,Travel Retail,Fine Jewellery,Cartier d'Amour,1,50321.17,12281.67,33740.91,67.1,VIP (>$50K),False,10
2022-05-26,2022,5,Q2,China,Wholesale,Fine Jewellery,Clash de Cartier,2,45124.98,14283.92,30841.06,68.3,Premium ($10K-$50K),True,6
2022-02-04,2022,2,Q1,Japan,Boutique,Fine Jewellery,Clash de Cartier,2,7680.21,1881.15,5140.66,66.9,Entry (<$1K),False,9
2022-06-18,2022,6,Q2,South Korea,Wholesale,High Jewellery,Juste un Clou Necklace,1,117862.57,50551.17,73377.54,62.3,Premium ($10K-$50K),True,9
2022-05-16,2022,5,Q2,Singapore,Travel Retail,Watches,Santos de Cartier,1,31440.96,10228.91,21212.05,67.5,VIP (>$50K),False,7
2022-09-02,2022,9,Q3,China,E-Commerce,High Jewellery,Panthère Bracelet,1,492492.99,163370.9,329122.09,66.8,Aspirational ($1K-$10K),False,7
2023-07-05,2023,7,Q3,Japan,Boutique,Fine Jewellery,Trinity Ring,3,33473.74,14359.67,20837.23,62.2,VIP (>$50K),True,10
2024-01-08,2024,1,Q1,China,Travel Retail,Fragrances,Baiser Volé,1,368.77,100.91,232.54,63.1,VIP (>$50K),False,10
2022-01-06,2022,1,Q1,China,Boutique,Watches,Santos de Cartier,1,64093.54,14143.12,45000.33,70.2,VIP (>$50K),True,9
2023-04-05,2023,4,Q2,Hong Kong,E-Commerce,Accessories,Cartier Wallet,2,2641.16,771.06,1870.1,70.8,VIP (>$50K),False,10
2022-04-05,2022,4,Q2,Thailand,Boutique,Accessories,Cartier Wallet,1,2447.21,820.57,1626.64,66.5,VIP (>$50K),False,8
2023-09-15,2023,9,Q3,Australia,Travel Retail,Fine Jewellery,Trinity Ring,3,140756.11,52086.0,88670.11,63.0,Premium ($10K-$50K),False,9
2022-02-18,2022,2,Q1,Australia,Private Client,Fine Jewellery,Cartier d'Amour,3,149734.52,35229.48,102174.72,68.2,Aspirational ($1K-$10K),False,10
2023-05-03,2023,5,Q2,Thailand,Travel Retail,High Jewellery,Panthère Bracelet,1,512927.28,190874.32,322052.96,62.8,Entry (<$1K),True,8
2024-07-27,2024,7,Q3,Japan,Private Client,High Jewellery,Panthère Bracelet,1,516838.16,199211.5,341532.04,66.1,VIP (>$50K),False,7
2023-04-30,2023,4,Q2,Singapore,Wholesale,Fine Jewellery,Trinity Ring,2,79515.9,25864.6,53651.3,67.5,Premium ($10K-$50K),False,7
2022-10-06,2022,10,Q4,Japan,E-Commerce,High Jewellery,Panthère Bracelet,1,419839.64,122624.11,297215.54,70.8,Aspirational ($1K-$10K),True,7
2024-07-14,2024,7,Q3,Singapore,Travel Retail,Fine Jewellery,Cartier d'Amour,2,11508.37,4742.48,7334.99,63.7,VIP (>$50K),False,8
2022-10-31,2022,10,Q4,Japan,E-Commerce,Fine Jewellery,Trinity Ring,2,53345.32,19311.48,34033.84,63.8,Premium ($10K-$50K),False,9
2024-07-15,2024,7,Q3,Australia,Boutique,Accessories,C de Cartier Bag,1,2270.79,738.44,1620.96,71.4,Premium ($10K-$50K),False,9
2024-02-02,2024,2,Q1,Japan,Private Client,Fragrances,Les Heures de Parfum,1,589.53,130.91,412.81,70.0,Entry (<$1K),True,6
2023-11-11,2023,11,Q4,Japan,Boutique,Accessories,C de Cartier Bag,3,2899.01,926.23,1972.78,68.1,VIP (>$50K),False,9
2022-12-20,2022,12,Q4,Hong Kong,E-Commerce,Watches,Ballon Bleu,1,46091.38,12293.82,30355.29,65.9,Premium ($10K-$50K),True,9
2024-04-23,2024,4,Q2,India,Boutique,High Jewellery,Juste un Clou Necklace,1,304901.1,104966.86,199934.25,65.6,Premium ($10K-$50K),True,10
2022-02-09,2022,2,Q1,Thailand,Wholesale,Accessories,Love Bracelet Classic,2,3617.44,854.35,2464.06,68.1,Premium ($10K-$50K),False,10
2023-03-25,2023,3,Q1,China,Wholesale,High Jewellery,LOVE Bracelet HJ,1,576574.57,219075.61,357498.97,62.0,Premium ($10K-$50K),False,7
2023-06-30,2023,6,Q2,China,E-Commerce,Fragrances,Carat,1,271.11,91.69,190.43,70.2,Aspirational ($1K-$10K),True,8
2022-02-27,2022,2,Q1,Hong Kong,Private Client,Fragrances,Baiser Volé,2,983.5,243.48,654.8,66.6,Premium ($10K-$50K),True,6
2022-04-26,2022,4,Q2,Australia,Private Client,Watches,Santos de Cartier,3,121308.23,36410.23,84898.0,70.0,Premium ($10K-$50K),False,7
2023-10-25,2023,10,Q4,China,Boutique,Watches,Rotonde,1,64356.57,23467.5,40889.07,63.5,Aspirational ($1K-$10K),True,8
2024-03-21,2024,3,Q1,Japan,Wholesale,Fine Jewellery,Cactus de Cartier,2,14227.22,5110.19,9117.02,64.1,Entry (<$1K),True,7
2024-01-01,2024,1,Q1,Australia,Private Client,Watches,Panthère Watch,1,40378.27,8906.27,28354.8,70.2,VIP (>$50K),True,10
2024-03-12,2024,3,Q1,China,E-Commerce,Fragrances,Les Heures de Parfum,1,577.58,198.67,378.91,65.6,VIP (>$50K),True,7
2023-11-10,2023,11,Q4,Japan,E-Commerce,Fine Jewellery,Cactus de Cartier,1,10092.02,3654.99,6437.03,63.8,Aspirational ($1K-$10K),False,8
2023-03-06,2023,3,Q1,Australia,Boutique,Fine Jewellery,Cactus de Cartier,1,36807.3,11726.57,25080.73,68.1,Entry (<$1K),True,9
2024-10-06,2024,10,Q4,Thailand,Wholesale,Fragrances,Carat,3,429.85,148.34,281.51,65.5,Premium ($10K-$50K),False,6
2022-03-10,2022,3,Q1,Singapore,Boutique,Fine Jewellery,Cactus de Cartier,1,45430.62,16754.5,28676.12,63.1,Premium ($10K-$50K),True,10
2022-07-10,2022,7,Q3,Hong Kong,Private Client,Fragrances,Carat,3,1183.53,398.77,832.61,70.4,Entry (<$1K),False,6
2023-11-10,2023,11,Q4,Australia,E-Commerce,Accessories,Cartier Wallet,1,2266.43,645.85,1620.58,71.5,Entry (<$1K),False,8
2022-01-08,2022,1,Q1,Thailand,Boutique,Fine Jewellery,Trinity Ring,1,10946.61,2787.89,7182.96,65.6,VIP (>$50K),True,6
2023-09-24,2023,9,Q3,Thailand,Travel Retail,Accessories,Cartier Wallet,1,592.32,187.83,404.5,68.3,Entry (<$1K),False,9
2022-04-02,2022,4,Q2,Singapore,Travel Retail,Accessories,Cartier Wallet,1,1184.29,349.5,834.79,70.5,VIP (>$50K),False,8
2024-04-27,2024,4,Q2,Australia,Private Client,High Jewellery,LOVE Bracelet HJ,1,676270.43,225570.98,450699.45,66.6,Entry (<$1K),True,7
2024-09-02,2024,9,Q3,Singapore,Boutique,Accessories,C de Cartier Bag,3,7495.12,2606.45,4888.67,65.2,Premium ($10K-$50K),False,9
2022-12-21,2022,12,Q4,South Korea,E-Commerce,Watches,Tank Must,3,30675.08,7753.59,20750.49,67.6,Premium ($10K-$50K),True,8
2023-10-17,2023,10,Q4,Japan,Boutique,Accessories,Love Bracelet Classic,3,7347.56,2393.95,4953.61,67.4,VIP (>$50K),True,10
2024-12-06,2024,12,Q4,Thailand,Boutique,Accessories,Panthere Sunglasses,1,982.2,285.83,616.34,62.8,VIP (>$50K),True,10
2023-12-06,2023,12,Q4,Thailand,Wholesale,Accessories,Love Bracelet Classic,1,2517.65,604.91,1743.37,69.2,Premium ($10K-$50K),True,9
2022-03-21,2022,3,Q1,Thailand,Wholesale,Watches,Santos de Cartier,2,130733.3,36869.83,93863.46,71.8,Aspirational ($1K-$10K),False,9
2022-07-21,2022,7,Q3,Australia,E-Commerce,Fine Jewellery,Trinity Ring,3,86912.94,31770.36,58955.02,67.8,VIP (>$50K),False,7
2024-04-13,2024,4,Q2,India,Private Client,Fine Jewellery,Cartier d'Amour,2,38409.21,13479.98,24929.23,64.9,Entry (<$1K),False,10
2022-03-01,2022,3,Q1,South Korea,E-Commerce,Watches,Santos de Cartier,2,54492.49,19097.62,35394.87,65.0,Aspirational ($1K-$10K),False,9
2024-10-31,2024,10,Q4,Thailand,Boutique,High Jewellery,Panthère Bracelet,1,324409.34,96595.6,227813.74,70.2,Entry (<$1K),True,8
2023-12-07,2023,12,Q4,South Korea,Wholesale,High Jewellery,Juste un Clou Necklace,1,85794.48,24490.45,54446.71,63.5,Premium ($10K-$50K),True,7
2023-02-28,2023,2,Q1,Singapore,Travel Retail,Fragrances,La Panthère,3,2292.09,476.91,1648.27,71.9,Premium ($10K-$50K),True,10
2022-01-18,2022,1,Q1,Australia,Wholesale,Fragrances,Les Heures de Parfum,2,1046.52,249.91,709.14,67.8,Entry (<$1K),True,9
2023-06-01,2023,6,Q2,Australia,Travel Retail,Fine Jewellery,Trinity Ring,3,61140.02,26168.52,38111.72,62.3,Aspirational ($1K-$10K),True,10
2023-08-02,2023,8,Q3,Singapore,Boutique,Accessories,C de Cartier Bag,2,3147.52,1152.46,1995.06,63.4,Aspirational ($1K-$10K),True,8
2023-01-21,2023,1,Q1,South Korea,Private Client,Watches,Santos de Cartier,3,337336.45,80063.64,229250.53,68.0,Aspirational ($1K-$10K),True,6
2024-10-15,2024,10,Q4,Singapore,Wholesale,Accessories,Love Bracelet Classic,3,4947.62,1877.5,3070.12,62.1,Premium ($10K-$50K),False,7
2024-12-30,2024,12,Q4,India,Wholesale,Fragrances,Les Heures de Parfum,3,1551.2,361.28,1088.76,70.2,VIP (>$50K),True,8
2023-01-10,2023,1,Q1,Hong Kong,Boutique,Watches,Ballon Bleu,2,80642.59,21433.55,51707.3,64.1,Aspirational ($1K-$10K),False,10
2023-08-26,2023,8,Q3,India,Boutique,Accessories,C de Cartier Bag,3,8291.98,2380.81,5911.17,71.3,Premium ($10K-$50K),True,9
2024-12-21,2024,12,Q4,Singapore,Travel Retail,High Jewellery,Panthère Bracelet,1,218084.27,54677.68,148096.84,67.9,Entry (<$1K),False,7
2022-06-15,2022,6,Q2,India,Wholesale,Watches,Ballon Bleu,2,75845.94,25937.44,53021.0,69.9,Premium ($10K-$50K),True,7
2024-09-29,2024,9,Q3,Japan,E-Commerce,Fragrances,Carat,2,734.37,233.77,500.6,68.2,VIP (>$50K),True,8
2022-01-29,2022,1,Q1,Hong Kong,Private Client,Watches,Santos de Cartier,1,100090.58,22437.09,69800.51,69.7,Aspirational ($1K-$10K),False,6
2024-02-25,2024,2,Q1,Singapore,E-Commerce,High Jewellery,Trinity Collection,1,431293.25,112705.93,279140.24,64.7,Aspirational ($1K-$10K),False,7
2023-12-03,2023,12,Q4,India,Wholesale,Watches,Tank Must,2,200347.62,44125.39,143867.13,71.8,Premium ($10K-$50K),True,7
2023-03-09,2023,3,Q1,China,Private Client,Fragrances,Baiser Volé,1,198.56,63.05,135.52,68.2,Aspirational ($1K-$10K),True,10
2022-04-10,2022,4,Q2,China,Boutique,High Jewellery,Trinity Collection,1,676498.15,215143.58,461354.57,68.2,Aspirational ($1K-$10K),True,7
2023-02-25,2023,2,Q1,China,Wholesale,Accessories,C de Cartier Bag,3,10722.94,2780.6,6969.13,65.0,Entry (<$1K),True,6
2024-11-13,2024,11,Q4,Japan,Wholesale,High Jewellery,Trinity Collection,1,493926.26,176724.79,317201.47,64.2,Premium ($10K-$50K),False,9
2023-08-28,2023,8,Q3,South Korea,Boutique,Fragrances,Carat,2,1048.21,328.15,720.06,68.7,VIP (>$50K),False,6
2022-08-15,2022,8,Q3,India,E-Commerce,High Jewellery,Trinity Collection,1,499334.93,152591.37,346743.56,69.4,Premium ($10K-$50K),True,8
2023-06-25,2023,6,Q2,India,Boutique,High Jewellery,Panthère Bracelet,1,628794.59,225809.76,430082.01,68.4,Aspirational ($1K-$10K),False,6
2022-07-14,2022,7,Q3,China,Boutique,Watches,Tank Must,3,102885.27,35873.16,71316.89,69.3,VIP (>$50K),False,8
2023-01-10,2023,1,Q1,Japan,Travel Retail,Accessories,Love Bracelet Classic,2,3421.02,912.25,2189.49,64.0,Premium ($10K-$50K),False,6
2022-11-23,2022,11,Q4,Japan,Travel Retail,Fragrances,Carat,1,460.42,157.07,303.36,65.9,Aspirational ($1K-$10K),True,7
2024-09-16,2024,9,Q3,India,Boutique,Accessories,Love Bracelet Classic,2,821.05,230.91,590.14,71.9,Premium ($10K-$50K),True,8
2024-11-29,2024,11,Q4,Japan,Travel Retail,Watches,Panthère Watch,2,72793.87,21464.4,51329.47,70.5,VIP (>$50K),False,7
2024-11-01,2024,11,Q4,India,Travel Retail,Watches,Santos de Cartier,2,109458.67,41267.51,68191.17,62.3,VIP (>$50K),True,10
2024-02-15,2024,2,Q1,Thailand,E-Commerce,High Jewellery,LOVE Bracelet HJ,1,508758.58,108837.4,361828.09,71.1,Entry (<$1K),False,6
2024-10-15,2024,10,Q4,China,Boutique,Accessories,Love Bracelet Classic,1,538.57,193.44,345.13,64.1,Aspirational ($1K-$10K),True,10
2023-02-28,2023,2,Q1,India,Wholesale,Fine Jewellery,Cartier d'Amour,2,95090.76,23668.1,63138.83,66.4,Entry (<$1K),True,8
2024-07-15,2024,7,Q3,Japan,Boutique,Watches,Santos de Cartier,2,65598.72,24955.03,43638.3,66.5,Aspirational ($1K-$10K),True,6
2022-12-03,2022,12,Q4,India,E-Commerce,Accessories,C de Cartier Bag,1,1201.88,350.26,753.55,62.7,Entry (<$1K),False,7
2023-11-24,2023,11,Q4,Japan,Travel Retail,High Jewellery,Trinity Collection,1,711351.36,246017.79,465333.57,65.4,Premium ($10K-$50K),True,6
2024-12-22,2024,12,Q4,China,Private Client,Accessories,Love Bracelet Classic,1,5125.22,1398.15,3335.59,65.1,Premium ($10K-$50K),True,7
2022-08-01,2022,8,Q3,Thailand,Private Client,Fragrances,Les Heures de Parfum,3,809.05,300.64,508.41,62.8,Premium ($10K-$50K),False,8
2023-08-26,2023,8,Q3,India,E-Commerce,Watches,Panthère Watch,3,152906.14,47384.29,105521.86,69.0,Aspirational ($1K-$10K),True,10
2023-03-22,2023,3,Q1,Australia,E-Commerce,Fragrances,Les Heures de Parfum,1,396.21,149.82,246.39,62.2,Premium ($10K-$50K),True,8
2022-08-25,2022,8,Q3,Hong Kong,Private Client,Accessories,Love Bracelet Classic,3,9910.24,3058.23,6852.01,69.1,Entry (<$1K),True,10
2022-08-07,2022,8,Q3,China,Travel Retail,Watches,Santos de Cartier,1,62382.09,23602.47,38779.63,62.2,Aspirational ($1K-$10K),False,6
2023-08-28,2023,8,Q3,Australia,Private Client,High Jewellery,Juste un Clou Necklace,1,620810.37,227715.44,393094.93,63.3,Premium ($10K-$50K),True,10
2024-03-07,2024,3,Q1,Australia,Private Client,Fine Jewellery,Cartier d'Amour,3,119518.41,37201.95,82316.47,68.9,VIP (>$50K),False,8
2023-02-20,2023,2,Q1,India,E-Commerce,Fine Jewellery,Clash de Cartier,2,92942.03,22366.77,62746.88,67.5,VIP (>$50K),False,7
2024-11-18,2024,11,Q4,Japan,Travel Retail,High Jewellery,LOVE Bracelet HJ,1,274779.96,81360.39,193419.57,70.4,Aspirational ($1K-$10K),False,9
2022-11-14,2022,11,Q4,China,E-Commerce,Fine Jewellery,Cartier d'Amour,3,124690.0,38668.3,86021.7,69.0,Aspirational ($1K-$10K),False,8
2024-12-12,2024,12,Q4,Australia,E-Commerce,Fragrances,La Panthère,3,1392.77,363.1,928.0,66.6,VIP (>$50K),False,7
2023-11-11,2023,11,Q4,Hong Kong,Wholesale,Fine Jewellery,Clash de Cartier,2,107455.52,40796.9,66658.62,62.0,VIP (>$50K),False,8
2024-07-01,2024,7,Q3,Australia,Private Client,Fragrances,Baiser Volé,2,837.54,302.79,571.08,68.2,VIP (>$50K),False,10
2023-08-03,2023,8,Q3,China,Private Client,Fine Jewellery,Trinity Ring,3,73904.91,22116.14,51788.77,70.1,VIP (>$50K),True,7
2024-12-28,2024,12,Q4,China,Boutique,Watches,Tank Must,1,107132.4,25155.86,74932.91,69.9,Entry (<$1K),True,6
2022-11-11,2022,11,Q4,China,Travel Retail,Fine Jewellery,Cartier d'Amour,2,10338.41,3471.73,6866.69,66.4,Premium ($10K-$50K),True,9
2024-03-05,2024,3,Q1,India,Travel Retail,Accessories,Cartier Wallet,3,1108.74,311.1,797.64,71.9,VIP (>$50K),True,10
2022-04-04,2022,4,Q2,Japan,Wholesale,Fragrances,La Panthère,3,759.29,219.17,540.12,71.1,Entry (<$1K),False,6
2024-08-28,2024,8,Q3,South Korea,Private Client,Watches,Tank Must,3,232565.07,71978.39,160586.68,69.1,Premium ($10K-$50K),False,8
2022-01-23,2022,1,Q1,South Korea,Boutique,High Jewellery,Trinity Collection,1,745680.26,184902.49,496061.89,66.5,VIP (>$50K),False,8
2023-03-10,2023,3,Q1,Thailand,Private Client,Watches,Tank Must,2,36529.79,10938.21,25591.58,70.1,Premium ($10K-$50K),True,10
2022-04-22,2022,4,Q2,India,Private Client,High Jewellery,Juste un Clou Necklace,1,484581.58,145249.34,339332.24,70.0,Entry (<$1K),True,8
2022-09-20,2022,9,Q3,Australia,Boutique,Fine Jewellery,Cartier d'Amour,2,76143.25,23820.24,52323.01,68.7,Aspirational ($1K-$10K),True,7
2024-01-17,2024,1,Q1,Hong Kong,Travel Retail,Watches,Santos de Cartier,3,156881.3,41135.63,101348.2,64.6,Entry (<$1K),False,8
2022-10-03,2022,10,Q4,Hong Kong,Travel Retail,Accessories,Love Bracelet Classic,3,5164.03,1502.13,3661.9,70.9,VIP (>$50K),True,7
2023-02-07,2023,2,Q1,Singapore,Boutique,High Jewellery,Trinity Collection,1,1197847.63,320547.79,765108.12,63.9,Entry (<$1K),True,7
