date,month_year,category,product,market,forecast_demand,actual_demand,stock_available,stock_cover_weeks,reorder_point,lead_time_days,stockout_risk,overstock_risk,unit_cost_usd
2023-07-01,Jul 2023,High Jewellery,Panthère Bracelet,Hong Kong,5,4,6,6.0,2,82,Low,Low,13431.57
2023-07-31,Jul 2023,High Jewellery,Panthère Bracelet,Hong Kong,11,10,14,5.6,3,105,Low,Medium,56147.66
2023-08-30,Aug 2023,High Jewellery,Panthère Bracelet,Hong Kong,2,2,1,1.0,0,73,Medium,Low,10742.03
2023-09-29,Sep 2023,High Jewellery,Panthère Bracelet,Hong Kong,6,4,5,5.0,1,93,Low,Low,122610.09
2023-10-29,Oct 2023,High Jewellery,Panthère Bracelet,Hong Kong,14,14,16,4.6,4,23,Low,Low,140437.92
2023-11-28,Nov 2023,High Jewellery,Panthère Bracelet,Hong Kong,6,5,6,4.8,1,101,Low,Low,109557.33
2023-12-28,Dec 2023,High Jewellery,Panthère Bracelet,Hong Kong,18,17,15,3.5,4,43,Low,Low,36041.4
2024-01-27,Jan 2024,High Jewellery,Panthère Bracelet,Hong Kong,14,13,17,5.2,3,53,Low,Medium,60420.04
2024-02-26,Feb 2024,High Jewellery,Panthère Bracelet,Hong Kong,14,17,18,4.2,3,19,Low,Medium,129993.72
2024-03-27,Mar 2024,High Jewellery,Panthère Bracelet,Hong Kong,11,11,8,2.9,3,72,Medium,Low,120622.96
2024-04-26,Apr 2024,High Jewellery,Panthère Bracelet,Hong Kong,12,12,9,3.0,3,106,Medium,Low,86313.58
2024-05-26,May 2024,High Jewellery,Panthère Bracelet,Hong Kong,12,11,12,4.4,3,73,Low,Low,4349.67
2024-06-25,Jun 2024,High Jewellery,Panthère Bracelet,Hong Kong,9,8,11,5.5,3,65,Low,Medium,109769.03
2024-07-25,Jul 2024,High Jewellery,Panthère Bracelet,Hong Kong,3,2,4,4.0,1,106,Low,Medium,94436.94
2024-08-24,Aug 2024,High Jewellery,Panthère Bracelet,Hong Kong,2,2,2,2.0,0,89,Low,Low,146130.36
2024-09-23,Sep 2024,High Jewellery,Panthère Bracelet,Hong Kong,7,8,6,3.0,2,23,Low,Low,52640.9
2024-10-23,Oct 2024,High Jewellery,Panthère Bracelet,Hong Kong,15,18,14,3.1,4,71,Low,Low,134552.76
2024-11-22,Nov 2024,High Jewellery,Panthère Bracelet,Hong Kong,9,7,7,4.0,2,54,Medium,Low,81790.41
2023-07-01,Jul 2023,High Jewellery,Panthère Bracelet,Thailand,3,2,3,3.0,1,29,Low,Low,112026.2
2023-07-31,Jul 2023,High Jewellery,Panthère Bracelet,Thailand,10,8,11,5.5,3,41,Low,Low,24169.6
2023-08-30,Aug 2023,High Jewellery,Panthère Bracelet,Thailand,13,11,13,4.7,3,75,Low,Low,137611.17
2023-09-29,Sep 2023,High Jewellery,Panthère Bracelet,Thailand,8,7,8,4.6,2,40,Low,Low,124867.5
2023-10-29,Oct 2023,High Jewellery,Panthère Bracelet,Thailand,6,5,6,4.8,1,85,Low,Low,91242.01
2023-11-28,Nov 2023,High Jewellery,Panthère Bracelet,Thailand,10,9,12,5.3,3,50,Low,Low,66426.12
2023-12-28,Dec 2023,High Jewellery,Panthère Bracelet,Thailand,9,8,8,4.0,2,25,Low,Low,116695.75
2024-01-27,Jan 2024,High Jewellery,Panthère Bracelet,Thailand,15,15,13,3.5,3,82,Low,Low,102691.42
2024-02-26,Feb 2024,High Jewellery,Panthère Bracelet,Thailand,21,17,20,4.7,4,37,Low,Low,100553.33
2024-03-27,Mar 2024,High Jewellery,Panthère Bracelet,Thailand,9,9,9,4.0,2,64,Low,Low,37218.86
2024-04-26,Apr 2024,High Jewellery,Panthère Bracelet,Thailand,12,13,12,3.7,3,70,Low,Low,141203.2
2024-05-26,May 2024,High Jewellery,Panthère Bracelet,Thailand,14,17,18,4.2,4,38,Low,Medium,11496.11
2024-06-25,Jun 2024,High Jewellery,Panthère Bracelet,Thailand,8,9,10,4.4,3,21,Low,Medium,131420.48
2024-07-25,Jul 2024,High Jewellery,Panthère Bracelet,Thailand,10,9,11,4.9,3,50,Low,Low,109968.33
2024-08-24,Aug 2024,High Jewellery,Panthère Bracelet,Thailand,4,4,5,5.0,1,65,Low,Medium,27553.29
2024-09-23,Sep 2024,High Jewellery,Panthère Bracelet,Thailand,15,17,14,3.3,4,82,Low,Low,108602.73
2024-10-23,Oct 2024,High Jewellery,Panthère Bracelet,Thailand,15,12,11,3.7,4,23,Medium,Low,101983.67
2024-11-22,Nov 2024,High Jewellery,Panthère Bracelet,Thailand,5,5,5,4.0,1,20,Low,Low,80449.52
2023-07-01,Jul 2023,High Jewellery,Panthère Bracelet,India,12,11,9,3.3,4,95,Medium,Low,39139.5
2023-07-31,Jul 2023,High Jewellery,Panthère Bracelet,India,12,9,14,6.2,4,58,Low,Low,85650.9
2023-08-30,Aug 2023,High Jewellery,Panthère Bracelet,India,11,13,13,4.0,3,56,Low,Low,56384.41
2023-09-29,Sep 2023,High Jewellery,Panthère Bracelet,India,15,12,12,4.0,4,63,Low,Low,143585.54
2023-10-29,Oct 2023,High Jewellery,Panthère Bracelet,India,7,7,7,4.0,2,115,Low,Low,145261.49
2023-11-28,Nov 2023,High Jewellery,Panthère Bracelet,India,5,4,6,6.0,1,37,Low,Low,25127.74
2023-12-28,Dec 2023,High Jewellery,Panthère Bracelet,India,11,12,11,3.7,2,21,Low,Low,22754.16
2024-01-27,Jan 2024,High Jewellery,Panthère Bracelet,India,18,14,21,6.0,3,82,Low,Low,39221.3
2024-02-26,Feb 2024,High Jewellery,Panthère Bracelet,India,16,17,14,3.3,3,101,Low,Low,97311.22
2024-03-27,Mar 2024,High Jewellery,Panthère Bracelet,India,4,3,5,5.0,1,104,Low,Medium,149974.89
2024-04-26,Apr 2024,High Jewellery,Panthère Bracelet,India,10,9,12,5.3,3,47,Low,Low,94116.42
2024-05-26,May 2024,High Jewellery,Panthère Bracelet,India,5,5,4,3.2,1,80,Low,Low,122228.13
2024-06-25,Jun 2024,High Jewellery,Panthère Bracelet,India,7,8,7,3.5,2,110,Low,Low,51233.12
2024-07-25,Jul 2024,High Jewellery,Panthère Bracelet,India,3,2,2,2.0,1,52,Medium,Low,59767.41
2024-08-24,Aug 2024,High Jewellery,Panthère Bracelet,India,11,11,10,3.6,3,118,Low,Low,5672.34
2024-09-23,Sep 2024,High Jewellery,Panthère Bracelet,India,6,7,5,2.9,1,68,Low,Low,44715.68
2024-10-23,Oct 2024,High Jewellery,Panthère Bracelet,India,13,11,11,4.0,3,111,Low,Low,46128.67
2024-11-22,Nov 2024,High Jewellery,Panthère Bracelet,India,5,5,5,4.0,1,19,Low,Low,87514.03
2023-07-01,Jul 2023,High Jewellery,Juste un Clou Necklace,China,3,3,3,3.0,1,89,Low,Low,78077.43
2023-07-31,Jul 2023,High Jewellery,Juste un Clou Necklace,China,10,8,12,6.0,3,57,Low,Low,98889.98
2023-08-30,Aug 2023,High Jewellery,Juste un Clou Necklace,China,4,3,3,3.0,1,49,Medium,Low,6259.23
2023-09-29,Sep 2023,High Jewellery,Juste un Clou Necklace,China,6,7,6,3.4,1,14,Low,Low,115310.24
2023-10-29,Oct 2023,High Jewellery,Juste un Clou Necklace,China,15,12,11,3.7,4,19,Medium,Low,32037.84
2023-11-28,Nov 2023,High Jewellery,Juste un Clou Necklace,China,4,3,4,4.0,1,73,Low,Low,77157.37
2023-12-28,Dec 2023,High Jewellery,Juste un Clou Necklace,China,7,8,8,4.0,1,53,Low,Low,64198.45
2024-01-27,Jan 2024,High Jewellery,Juste un Clou Necklace,China,16,13,21,6.5,3,83,Low,Medium,139856.45
2024-02-26,Feb 2024,High Jewellery,Juste un Clou Necklace,China,19,21,25,4.8,4,75,Low,Medium,36563.86
2024-03-27,Mar 2024,High Jewellery,Juste un Clou Necklace,China,13,10,13,5.2,3,109,Low,Low,42726.96
2024-04-26,Apr 2024,High Jewellery,Juste un Clou Necklace,China,7,6,6,4.0,2,31,Low,Low,102532.01
2024-05-26,May 2024,High Jewellery,Juste un Clou Necklace,China,3,3,3,3.0,0,108,Low,Low,93087.32
2024-06-25,Jun 2024,High Jewellery,Juste un Clou Necklace,China,11,10,9,3.6,3,113,Low,Low,115601.55
2024-07-25,Jul 2024,High Jewellery,Juste un Clou Necklace,China,7,8,7,3.5,2,120,Low,Low,93537.27
2024-08-24,Aug 2024,High Jewellery,Juste un Clou Necklace,China,12,10,14,5.6,3,57,Low,Low,46115.96
2024-09-23,Sep 2024,High Jewellery,Juste un Clou Necklace,China,15,12,13,4.3,4,28,Low,Low,57018.75
2024-10-23,Oct 2024,High Jewellery,Juste un Clou Necklace,China,14,12,16,5.3,4,30,Low,Low,45824.66
2024-11-22,Nov 2024,High Jewellery,Juste un Clou Necklace,China,8,9,8,3.6,2,49,Low,Low,145010.56
2023-07-01,Jul 2023,High Jewellery,Juste un Clou Necklace,Japan,8,8,9,4.5,3,116,Low,Low,86522.09
2023-07-31,Jul 2023,High Jewellery,Juste un Clou Necklace,Japan,4,4,3,3.0,1,38,Medium,Low,102667.32
2023-08-30,Aug 2023,High Jewellery,Juste un Clou Necklace,Japan,13,15,13,3.5,3,23,Low,Low,91482.17
2023-09-29,Sep 2023,High Jewellery,Juste un Clou Necklace,Japan,8,7,8,4.6,2,70,Low,Low,122393.27
2023-10-29,Oct 2023,High Jewellery,Juste un Clou Necklace,Japan,15,13,20,6.2,4,108,Low,Medium,133791.27
2023-11-28,Nov 2023,High Jewellery,Juste un Clou Necklace,Japan,13,10,14,5.6,3,119,Low,Low,47965.11
2023-12-28,Dec 2023,High Jewellery,Juste un Clou Necklace,Japan,16,17,19,4.5,3,42,Low,Low,112150.26
2024-01-27,Jan 2024,High Jewellery,Juste un Clou Necklace,Japan,18,15,17,4.5,3,17,Low,Low,27066.1
2024-02-26,Feb 2024,High Jewellery,Juste un Clou Necklace,Japan,4,4,5,5.0,0,19,Low,Medium,81330.98
2024-03-27,Mar 2024,High Jewellery,Juste un Clou Necklace,Japan,4,3,4,4.0,1,19,Low,Low,81956.14
2024-04-26,Apr 2024,High Jewellery,Juste un Clou Necklace,Japan,5,5,5,4.0,1,51,Low,Low,64563.14
2024-05-26,May 2024,High Jewellery,Juste un Clou Necklace,Japan,3,2,3,3.0,0,37,Low,Low,40638.8
2024-06-25,Jun 2024,High Jewellery,Juste un Clou Necklace,Japan,7,8,9,4.5,2,38,Low,Medium,85807.66
2024-07-25,Jul 2024,High Jewellery,Juste un Clou Necklace,Japan,11,12,11,3.7,4,94,Low,Low,109556.69
2024-08-24,Aug 2024,High Jewellery,Juste un Clou Necklace,Japan,7,7,9,5.1,2,29,Low,Medium,64570.51
2024-09-23,Sep 2024,High Jewellery,Juste un Clou Necklace,Japan,5,6,4,2.7,1,64,Low,Low,123613.93
2024-10-23,Oct 2024,High Jewellery,Juste un Clou Necklace,Japan,5,4,6,6.0,1,25,Low,Low,99663.94
2024-11-22,Nov 2024,High Jewellery,Juste un Clou Necklace,Japan,8,9,7,3.1,2,67,Low,Low,57766.16
2023-07-01,Jul 2023,High Jewellery,Juste un Clou Necklace,South Korea,6,6,7,4.7,2,49,Low,Low,26124.83
2023-07-31,Jul 2023,High Jewellery,Juste un Clou Necklace,South Korea,8,9,10,4.4,3,103,Low,Medium,17796.41
2023-08-30,Aug 2023,High Jewellery,Juste un Clou Necklace,South Korea,14,14,14,4.0,4,26,Low,Low,4060.41
2023-09-29,Sep 2023,High Jewellery,Juste un Clou Necklace,South Korea,9,11,7,2.5,2,106,Medium,Low,141318.26
2023-10-29,Oct 2023,High Jewellery,Juste un Clou Necklace,South Korea,12,11,14,5.1,3,35,Low,Low,96866.47
2023-11-28,Nov 2023,High Jewellery,Juste un Clou Necklace,South Korea,4,3,3,3.0,1,29,Medium,Low,71401.16
2023-12-28,Dec 2023,High Jewellery,Juste un Clou Necklace,South Korea,10,12,10,3.3,2,19,Low,Low,105199.58
2024-01-27,Jan 2024,High Jewellery,Juste un Clou Necklace,South Korea,2,2,1,1.0,0,62,Medium,Low,25657.81
2024-02-26,Feb 2024,High Jewellery,Juste un Clou Necklace,South Korea,18,19,15,3.2,3,52,Low,Low,76967.97
2024-03-27,Mar 2024,High Jewellery,Juste un Clou Necklace,South Korea,11,10,12,4.8,3,100,Low,Low,59253.39
2024-04-26,Apr 2024,High Jewellery,Juste un Clou Necklace,South Korea,5,5,3,2.4,1,16,Medium,Low,76251.21
2024-05-26,May 2024,High Jewellery,Juste un Clou Necklace,South Korea,7,5,8,6.4,2,28,Low,Low,77081.52
2024-06-25,Jun 2024,High Jewellery,Juste un Clou Necklace,South Korea,11,11,12,4.4,4,82,Low,Low,43209.42
2024-07-25,Jul 2024,High Jewellery,Juste un Clou Necklace,South Korea,5,4,4,4.0,1,83,Low,Low,14514.48
2024-08-24,Aug 2024,High Jewellery,Juste un Clou Necklace,South Korea,10,10,9,3.6,3,92,Low,Low,35026.9
2024-09-23,Sep 2024,High Jewellery,Juste un Clou Necklace,South Korea,8,6,8,5.3,2,117,Low,Low,143949.25
2024-10-23,Oct 2024,High Jewellery,Juste un Clou Necklace,South Korea,9,7,9,5.1,2,38,Low,Low,61141.95
2024-11-22,Nov 2024,High Jewellery,Juste un Clou Necklace,South Korea,7,6,7,4.7,2,24,Low,Low,94612.83
2023-07-01,Jul 2023,High Jewellery,Juste un Clou Necklace,Australia,8,8,8,4.0,3,113,Low,Low,138752.54
2023-07-31,Jul 2023,High Jewellery,Juste un Clou Necklace,Australia,9,10,8,3.2,3,78,Low,Low,65897.91
2023-08-30,Aug 2023,High Jewellery,Juste un Clou Necklace,Australia,15,14,18,5.1,4,24,Low,Low,123249.13
2023-09-29,Sep 2023,High Jewellery,Juste un Clou Necklace,Australia,15,17,17,4.0,4,75,Low,Low,48012.01
2023-10-29,Oct 2023,High Jewellery,Juste un Clou Necklace,Australia,8,6,8,5.3,2,42,Low,Low,148312.46
2023-11-28,Nov 2023,High Jewellery,Juste un Clou Necklace,Australia,13,13,17,5.2,3,31,Low,Medium,75986.96
2023-12-28,Dec 2023,High Jewellery,Juste un Clou Necklace,Australia,14,11,14,5.1,3,96,Low,Low,60111.95
2024-01-27,Jan 2024,High Jewellery,Juste un Clou Necklace,Australia,11,12,14,4.7,2,49,Low,Medium,100624.28
2024-02-26,Feb 2024,High Jewellery,Juste un Clou Necklace,Australia,5,4,4,4.0,1,113,Low,Low,37229.45
2024-03-27,Mar 2024,High Jewellery,Juste un Clou Necklace,Australia,2,2,2,2.0,0,113,Low,Low,69812.2
2024-04-26,Apr 2024,High Jewellery,Juste un Clou Necklace,Australia,8,8,9,4.5,2,19,Low,Low,76783.15
2024-05-26,May 2024,High Jewellery,Juste un Clou Necklace,Australia,7,8,9,4.5,2,120,Low,Medium,113472.01
2024-06-25,Jun 2024,High Jewellery,Juste un Clou Necklace,Australia,3,3,2,2.0,1,20,Medium,Low,75260.05
2024-07-25,Jul 2024,High Jewellery,Juste un Clou Necklace,Australia,12,14,12,3.4,4,85,Low,Low,14706.75
2024-08-24,Aug 2024,High Jewellery,Juste un Clou Necklace,Australia,12,13,9,2.8,3,42,Medium,Low,43746.8
2024-09-23,Sep 2024,High Jewellery,Juste un Clou Necklace,Australia,4,3,3,3.0,1,72,Medium,Low,113893.37
2024-10-23,Oct 2024,High Jewellery,Juste un Clou Necklace,Australia,6,5,6,4.8,1,16,Low,Low,119171.53
2024-11-22,Nov 2024,High Jewellery,Juste un Clou Necklace,Australia,2,1,2,2.0,0,101,Low,Low,96270.37
2023-07-01,Jul 2023,High Jewellery,Juste un Clou Necklace,Singapore,11,10,8,3.2,3,25,Medium,Low,109406.2
2023-07-31,Jul 2023,High Jewellery,Juste un Clou Necklace,Singapore,4,3,4,4.0,1,85,Low,Low,129864.19
2023-08-30,Aug 2023,High Jewellery,Juste un Clou Necklace,Singapore,3,3,2,2.0,0,45,Medium,Low,97297.4
2023-09-29,Sep 2023,High Jewellery,Juste un Clou Necklace,Singapore,13,10,15,6.0,3,108,Low,Low,132457.95
2023-10-29,Oct 2023,High Jewellery,Juste un Clou Necklace,Singapore,6,5,6,4.8,1,83,Low,Low,112036.13
2023-11-28,Nov 2023,High Jewellery,Juste un Clou Necklace,Singapore,5,4,6,6.0,1,94,Low,Low,144460.57
2023-12-28,Dec 2023,High Jewellery,Juste un Clou Necklace,Singapore,3,3,3,3.0,0,91,Low,Low,113451.13
2024-01-27,Jan 2024,High Jewellery,Juste un Clou Necklace,Singapore,21,24,20,3.3,4,68,Low,Low,19511.39
2024-02-26,Feb 2024,High Jewellery,Juste un Clou Necklace,Singapore,12,12,9,3.0,2,62,Medium,Low,61370.32
2024-03-27,Mar 2024,High Jewellery,Juste un Clou Necklace,Singapore,12,13,13,4.0,3,86,Low,Low,131037.45
2024-04-26,Apr 2024,High Jewellery,Juste un Clou Necklace,Singapore,13,14,13,3.7,3,95,Low,Low,64512.81
2024-05-26,May 2024,High Jewellery,Juste un Clou Necklace,Singapore,14,17,16,3.8,4,61,Low,Low,126221.25
2024-06-25,Jun 2024,High Jewellery,Juste un Clou Necklace,Singapore,7,7,7,4.0,2,102,Low,Low,100308.4
2024-07-25,Jul 2024,High Jewellery,Juste un Clou Necklace,Singapore,11,13,10,3.1,4,107,Low,Low,122522.06
2024-08-24,Aug 2024,High Jewellery,Juste un Clou Necklace,Singapore,10,9,12,5.3,3,86,Low,Low,36962.34
2024-09-23,Sep 2024,High Jewellery,Juste un Clou Necklace,Singapore,9,8,9,4.5,2,65,Low,Low,122664.46
2024-10-23,Oct 2024,High Jewellery,Juste un Clou Necklace,Singapore,9,8,8,4.0,2,109,Low,Low,111899.15
2024-11-22,Nov 2024,High Jewellery,Juste un Clou Necklace,Singapore,7,6,6,4.0,2,14,Low,Low,96271.01
2023-07-01,Jul 2023,High Jewellery,Juste un Clou Necklace,Hong Kong,8,9,8,3.6,3,15,Low,Low,147495.75
2023-07-31,Jul 2023,High Jewellery,Juste un Clou Necklace,Hong Kong,11,10,13,5.2,3,118,Low,Low,75738.85
2023-08-30,Aug 2023,High Jewellery,Juste un Clou Necklace,Hong Kong,11,11,12,4.4,3,70,Low,Low,90370.46
2023-09-29,Sep 2023,High Jewellery,Juste un Clou Necklace,Hong Kong,11,10,9,3.6,3,98,Low,Low,97910.43
2023-10-29,Oct 2023,High Jewellery,Juste un Clou Necklace,Hong Kong,7,6,5,3.3,2,119,Medium,Low,74571.5
2023-11-28,Nov 2023,High Jewellery,Juste un Clou Necklace,Hong Kong,15,15,14,3.7,4,29,Low,Low,18102.66
2023-12-28,Dec 2023,High Jewellery,Juste un Clou Necklace,Hong Kong,11,12,10,3.3,2,46,Low,Low,31502.9
2024-01-27,Jan 2024,High Jewellery,Juste un Clou Necklace,Hong Kong,9,8,7,3.5,2,103,Medium,Low,117233.79
2024-02-26,Feb 2024,High Jewellery,Juste un Clou Necklace,Hong Kong,19,15,21,5.6,4,34,Low,Low,84607.01
2024-03-27,Mar 2024,High Jewellery,Juste un Clou Necklace,Hong Kong,9,10,8,3.2,2,64,Low,Low,64441.16
2024-04-26,Apr 2024,High Jewellery,Juste un Clou Necklace,Hong Kong,2,1,1,1.0,0,48,Medium,Low,118226.26
2024-05-26,May 2024,High Jewellery,Juste un Clou Necklace,Hong Kong,13,14,10,2.9,3,117,Medium,Low,13158.73
2024-06-25,Jun 2024,High Jewellery,Juste un Clou Necklace,Hong Kong,8,7,7,4.0,3,85,Low,Low,88019.43
2024-07-25,Jul 2024,High Jewellery,Juste un Clou Necklace,Hong Kong,6,7,5,2.9,2,95,Low,Low,14847.46
2024-08-24,Aug 2024,High Jewellery,Juste un Clou Necklace,Hong Kong,5,6,4,2.7,1,120,Low,Low,141673.23
2024-09-23,Sep 2024,High Jewellery,Juste un Clou Necklace,Hong Kong,7,8,8,4.0,2,57,Low,Low,55580.3
2024-10-23,Oct 2024,High Jewellery,Juste un Clou Necklace,Hong Kong,3,3,2,2.0,0,17,Medium,Low,104002.77
2024-11-22,Nov 2024,High Jewellery,Juste un Clou Necklace,Hong Kong,8,8,8,4.0,2,56,Low,Low,4332.81
2023-07-01,Jul 2023,High Jewellery,Juste un Clou Necklace,Thailand,7,6,8,5.3,2,97,Low,Low,1713.82
2023-07-31,Jul 2023,High Jewellery,Juste un Clou Necklace,Thailand,9,8,9,4.5,3,117,Low,Low,59835.78
2023-08-30,Aug 2023,High Jewellery,Juste un Clou Necklace,Thailand,8,8,6,3.0,2,40,Medium,Low,40814.19
2023-09-29,Sep 2023,High Jewellery,Juste un Clou Necklace,Thailand,6,7,5,2.9,1,69,Low,Low,42293.85
2023-10-29,Oct 2023,High Jewellery,Juste un Clou Necklace,Thailand,11,10,8,3.2,3,16,Medium,Low,100794.95
2023-11-28,Nov 2023,High Jewellery,Juste un Clou Necklace,Thailand,5,4,6,6.0,1,40,Low,Low,90388.18
2023-12-28,Dec 2023,High Jewellery,Juste un Clou Necklace,Thailand,14,11,18,6.5,3,32,Low,Medium,137758.17
2024-01-27,Jan 2024,High Jewellery,Juste un Clou Necklace,Thailand,4,4,4,4.0,0,113,Low,Low,43119.49
2024-02-26,Feb 2024,High Jewellery,Juste un Clou Necklace,Thailand,19,21,22,4.2,4,85,Low,Low,16054.39
2024-03-27,Mar 2024,High Jewellery,Juste un Clou Necklace,Thailand,14,11,15,5.5,4,63,Low,Low,129035.35
2024-04-26,Apr 2024,High Jewellery,Juste un Clou Necklace,Thailand,5,5,6,4.8,1,30,Low,Low,48697.9
2024-05-26,May 2024,High Jewellery,Juste un Clou Necklace,Thailand,5,5,6,4.8,1,28,Low,Low,147379.71
2024-06-25,Jun 2024,High Jewellery,Juste un Clou Necklace,Thailand,12,10,14,5.6,4,112,Low,Low,32968.82
2024-07-25,Jul 2024,High Jewellery,Juste un Clou Necklace,Thailand,1,1,1,1.0,0,97,Low,Low,93955.55
2024-08-24,Aug 2024,High Jewellery,Juste un Clou Necklace,Thailand,6,6,6,4.0,1,65,Low,Low,19668.29
2024-09-23,Sep 2024,High Jewellery,Juste un Clou Necklace,Thailand,13,14,10,2.9,3,74,Medium,Low,22385.77
2024-10-23,Oct 2024,High Jewellery,Juste un Clou Necklace,Thailand,15,15,13,3.5,4,40,Low,Low,55164.38
2024-11-22,Nov 2024,High Jewellery,Juste un Clou Necklace,Thailand,3,2,3,3.0,0,72,Low,Low,108350.41
2023-07-01,Jul 2023,High Jewellery,Juste un Clou Necklace,India,11,12,14,4.7,3,102,Low,Medium,5664.33
2023-07-31,Jul 2023,High Jewellery,Juste un Clou Necklace,India,5,4,6,6.0,1,84,Low,Low,26120.13
2023-08-30,Aug 2023,High Jewellery,Juste un Clou Necklace,India,12,12,9,3.0,3,50,Medium,Low,58845.6
2023-09-29,Sep 2023,High Jewellery,Juste un Clou Necklace,India,4,3,4,4.0,1,14,Low,Low,32972.17
2023-10-29,Oct 2023,High Jewellery,Juste un Clou Necklace,India,8,6,9,6.0,2,41,Low,Low,136072.79
2023-11-28,Nov 2023,High Jewellery,Juste un Clou Necklace,India,4,4,5,5.0,1,106,Low,Medium,33403.5
2023-12-28,Dec 2023,High Jewellery,Juste un Clou Necklace,India,13,11,12,4.4,3,31,Low,Low,140178.84
2024-01-27,Jan 2024,High Jewellery,Juste un Clou Necklace,India,19,18,14,3.1,4,47,Medium,Low,70641.09
2024-02-26,Feb 2024,High Jewellery,Juste un Clou Necklace,India,18,16,16,4.0,3,14,Low,Low,52611.42
2024-03-27,Mar 2024,High Jewellery,Juste un Clou Necklace,India,11,12,9,3.0,3,58,Low,Low,33713.67
2024-04-26,Apr 2024,High Jewellery,Juste un Clou Necklace,India,11,10,10,4.0,3,82,Low,Low,113586.71
2024-05-26,May 2024,High Jewellery,Juste un Clou Necklace,India,6,5,4,3.2,1,84,Medium,Low,98335.66
2024-06-25,Jun 2024,High Jewellery,Juste un Clou Necklace,India,9,9,10,4.4,3,114,Low,Low,19451.69
2024-07-25,Jul 2024,High Jewellery,Juste un Clou Necklace,India,5,4,4,4.0,2,105,Low,Low,1578.85
2024-08-24,Aug 2024,High Jewellery,Juste un Clou Necklace,India,13,12,14,4.7,3,71,Low,Low,67366.24
2024-09-23,Sep 2024,High Jewellery,Juste un Clou Necklace,India,3,2,3,3.0,0,88,Low,Low,145040.39
2024-10-23,Oct 2024,High Jewellery,Juste un Clou Necklace,India,8,6,9,6.0,2,84,Low,Low,21326.11
2024-11-22,Nov 2024,High Jewellery,Juste un Clou Necklace,India,2,1,2,2.0,0,78,Low,Low,128273.74
2023-07-01,Jul 2023,High Jewellery,LOVE Bracelet HJ,China,9,11,9,3.3,3,30,Low,Low,54428.02
2023-07-31,Jul 2023,High Jewellery,LOVE Bracelet HJ,China,10,11,8,2.9,3,58,Low,Low,102292.31
2023-08-30,Aug 2023,High Jewellery,LOVE Bracelet HJ,China,9,10,9,3.6,2,113,Low,Low,87785.17
2023-09-29,Sep 2023,High Jewellery,LOVE Bracelet HJ,China,11,9,8,3.6,3,100,Medium,Low,137177.59
2023-10-29,Oct 2023,High Jewellery,LOVE Bracelet HJ,China,4,4,5,5.0,1,87,Low,Medium,146405.32
2023-11-28,Nov 2023,High Jewellery,LOVE Bracelet HJ,China,11,12,12,4.0,3,108,Low,Low,100617.65
2023-12-28,Dec 2023,High Jewellery,LOVE Bracelet HJ,China,6,5,5,4.0,1,20,Low,Low,83316.05
2024-01-27,Jan 2024,High Jewellery,LOVE Bracelet HJ,China,21,16,21,5.2,4,82,Low,Low,16961.13
2024-02-26,Feb 2024,High Jewellery,LOVE Bracelet HJ,China,4,4,3,3.0,0,62,Medium,Low,3505.24
2024-03-27,Mar 2024,High Jewellery,LOVE Bracelet HJ,China,10,12,7,2.3,3,55,Medium,Low,18884.37
2024-04-26,Apr 2024,High Jewellery,LOVE Bracelet HJ,China,7,8,9,4.5,2,16,Low,Medium,144612.79
2024-05-26,May 2024,High Jewellery,LOVE Bracelet HJ,China,11,13,8,2.5,3,70,Medium,Low,17832.04
2024-06-25,Jun 2024,High Jewellery,LOVE Bracelet HJ,China,9,10,9,3.6,3,76,Low,Low,38343.47
2024-07-25,Jul 2024,High Jewellery,LOVE Bracelet HJ,China,3,2,3,3.0,1,68,Low,Low,76661.76
2024-08-24,Aug 2024,High Jewellery,LOVE Bracelet HJ,China,10,11,13,4.7,3,101,Low,Medium,103625.32
2024-09-23,Sep 2024,High Jewellery,LOVE Bracelet HJ,China,10,9,13,5.8,3,98,Low,Medium,129267.64
2024-10-23,Oct 2024,High Jewellery,LOVE Bracelet HJ,China,14,16,11,2.8,4,88,Medium,Low,46349.93
2024-11-22,Nov 2024,High Jewellery,LOVE Bracelet HJ,China,12,12,9,3.0,3,117,Medium,Low,13894.03
2023-07-01,Jul 2023,High Jewellery,LOVE Bracelet HJ,Japan,10,8,9,4.5,3,42,Low,Low,135556.28
2023-07-31,Jul 2023,High Jewellery,LOVE Bracelet HJ,Japan,9,8,6,3.0,3,57,Medium,Low,113364.84
2023-08-30,Aug 2023,High Jewellery,LOVE Bracelet HJ,Japan,3,2,3,3.0,0,28,Low,Low,147538.72
2023-09-29,Sep 2023,High Jewellery,LOVE Bracelet HJ,Japan,12,9,9,4.0,3,57,Medium,Low,46629.09
2023-10-29,Oct 2023,High Jewellery,LOVE Bracelet HJ,Japan,15,16,14,3.5,4,46,Low,Low,90215.37
2023-11-28,Nov 2023,High Jewellery,LOVE Bracelet HJ,Japan,3,3,2,2.0,0,74,Medium,Low,31985.4
2023-12-28,Dec 2023,High Jewellery,LOVE Bracelet HJ,Japan,10,10,9,3.6,2,25,Low,Low,33873.38
